Words,X,Y,Group,Value,Model
users,-6.9373107,3.54148,610,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
sufficiently,7.498974,4.779215,610,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ppv,3.2244103,-1.5040481,610,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ethnicity,8.1607895,-9.92647,611,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
authorities,7.934496,7.8124313,611,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
theoretical,-8.812885,0.8701002,611,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
estimating,6.0912476,-9.027028,611,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
gained,-5.5847034,0.37680396,611,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
clinician,-13.605123,0.18783087,612,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
fitness,-3.053144,-6.2641597,612,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
nanoparticle,0.55708575,0.49069256,612,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
checked,13.578144,2.2329302,612,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
qtc,0.42594928,-1.117672,612,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
t-cell,-10.5043,1.8061155,613,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
anticoagulation,-6.5159297,-1.3247744,613,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
manifests,-1.8109646,3.9895213,613,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
amino,-4.8382792,-6.094409,613,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
abscess,-10.806453,3.918772,613,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
lncrnas,-0.35501143,-3.471425,614,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
aforementioned,-4.929492,5.7989745,614,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
alleles,-9.782463,-1.0973144,614,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
carriers,8.519315,3.2053328,614,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hemostatic,-7.565045,2.4641547,614,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cutoff,-0.791787,-3.6904256,615,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
stool,2.0066051,8.76115,615,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
solution,2.6979606,2.923525,615,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
belong,4.76996,-3.5101666,615,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
conducting,8.400406,3.4295356,615,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
population-level,6.391286,-2.566596,616,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
disturbance,0.9476931,5.2612066,616,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
screen,4.9376974,-3.7023993,616,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
society,-6.4633756,0.26003063,616,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
vaccine-eligible,-0.8042314,-1.1113994,616,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ectasia,-7.9763927,-2.0000584,617,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
operate,-5.4281497,-3.5679862,617,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
twin,-12.645458,-2.9493172,617,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
rely,4.8732996,-3.6043868,617,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
coinfection,-4.398402,9.116651,617,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
girls,-1.6956037,-8.747663,618,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
dosing,-2.761731,-7.547445,618,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
topic,-2.5795057,-3.8167088,618,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
answer,1.289462,-3.7450085,618,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
reproductive-age,-5.7329087,-3.1227446,618,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
defects,-8.462585,0.07431906,619,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
oxygenation,-5.9575896,-5.0031433,619,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
713,-0.057459917,0.9831797,619,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
clinic,-0.42051134,1.5173894,619,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
placenta,-4.9343843,0.5968063,619,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
administer,13.557513,1.5574871,620,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
npsr1,-4.3384686,1.8547084,620,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
fetal,-5.871007,-2.3328016,620,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
scaling,9.96608,-0.720081,620,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
amio,-8.591842,-3.604968,620,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
thrombus,-4.848026,-1.324033,621,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
5-11,-0.89359903,2.0688097,621,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
nevertheless,0.89609313,-0.9558339,621,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
replicated,-7.1497188,0.11796363,621,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cancers,-7.3182645,1.1506871,621,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
multi-organ,-11.040878,-1.3727818,622,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cpp,0.6906344,-1.1599438,622,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
optimize,-9.3507185,-0.50646096,622,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
paramount,6.655583,3.7471416,622,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
eua,-7.769743,0.08381675,622,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
motif,-0.37509844,-1.3312869,623,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
put,-2.3557284,-4.429495,623,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mesenteric,0.75359166,7.2251053,623,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
integrates,3.055149,9.583165,623,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
1-4,7.388368,4.729145,623,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
heat,2.504,-1.1814395,624,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
vaxign-ml,-2.024268,-7.976958,624,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mab,-3.2009563,-4.428427,624,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
check,7.519509,4.787465,624,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
trends,9.1499815,-5.108096,624,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
dl,8.283604,-9.982617,625,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
analyse,-0.776302,-3.4687943,625,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
alleviate,-8.541537,4.9400864,625,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
editing,-2.2656493,-2.9044998,625,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
low-,-2.2653317,2.50806,625,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
4a8,-1.7992628,4.04705,626,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
plasmonic,3.2256763,9.798745,626,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
sensing,3.0734153,9.598712,626,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
drives,-7.697312,5.696808,626,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
utilizes,3.3414512,9.769791,626,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
thescs,-4.9433637,1.829306,627,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
distributed,-7.169512,-7.4781365,627,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
adequately,4.0174813,0.213371,627,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
enteritis,-8.324267,0.046266694,627,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
vaccinate,-9.215303,-3.864719,627,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
endocrine,-8.822619,-4.808651,628,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
suited,0.40270603,-3.9713297,628,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
amplified,3.3917508,9.761942,628,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
individualized,1.0581573,4.119295,628,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
reporter,3.3852637,9.76615,628,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
simultaneous,4.3888364,-6.2577896,629,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
4-sample,-2.0975459,-2.6972175,629,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
operational,-6.76607,-2.2689552,629,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
varies,0.0062358435,-0.18194641,629,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
remestemcel-l,-3.759816,4.0795674,629,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
african,-1.4936957,2.0734184,630,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
125,3.5016644,3.2555428,630,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
indicative,5.976747,8.054604,630,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
waning,-3.0406303,1.3299125,630,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
well-known,1.0082558,-0.58799845,630,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
sudden,-4.7223577,-2.9170775,631,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
natriuretic,0.5436238,-6.518416,631,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
rehabilitation,-1.6935792,-2.399431,631,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
heterogenous,-4.8275557,-3.1354005,631,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
raw,-3.6761532,-2.510488,631,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
co-expression,-1.1800596,3.2820036,632,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
centrifugal,-0.6105704,-1.903626,632,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
separation,-4.139544,-6.5260134,632,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
suppressive,-5.9050407,5.4466534,632,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
sedimentation,-2.469711,2.790315,632,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ppe,5.8845477,-1.6500891,633,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
disc,-5.6586394,5.087202,633,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
siyap1,-11.77601,2.150108,633,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
personalized,-3.5517406,-4.830259,633,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
respective,-3.2611141,-4.3665757,633,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
disparities,-3.159065,-5.8736444,634,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
lymph,-8.274155,-5.802102,634,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
proper,-1.6374313,-3.6340413,634,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
paper-based,-6.7150817,-2.4530692,634,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
sc5b9,-0.39839217,8.842905,634,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
seeds,-5.5009546,9.684221,635,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
americana,-10.297411,1.7240794,635,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
distant,-3.0556512,6.3694415,635,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
tert,-5.0935726,-0.72745496,635,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
impair,-7.87599,-1.1458848,635,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mo,0.14768997,-2.1325834,636,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
directions,-4.0995374,3.4104125,636,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
microangiopathy,-5.593937,-2.4610713,636,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
applying,-8.031894,-6.0865006,636,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ieis,0.40485674,-6.865197,636,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
isotypes,-4.619424,4.9914565,637,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
publicly,9.008604,-5.282638,637,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
precautions,6.7560415,-0.40579182,637,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
etiologies,-3.5104208,2.0407772,637,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
non-mis-c,-1.4071158,5.2088256,637,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pfu,-7.2454243,3.1945703,638,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
unfortunately,-1.0998263,-0.077716485,638,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
nausea,-4.365525,4.8350368,638,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
rage,-8.946573,-1.2950542,638,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
evidenced,1.3866546,-7.903188,638,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
predicts,5.139529,3.9498558,639,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
genotypes,-1.6328528,-1.3412712,639,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
encodes,-3.5172112,-0.841263,639,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hyper-inflammatory,-4.0528345,-0.14083838,639,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pancreatitis,-5.2896004,4.7555566,639,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
rule,-0.0066513754,-0.28733853,640,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
transaminases,-6.1345506,-7.563328,640,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
services,3.0887396,1.5180027,640,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
begun,6.7338014,3.6247175,640,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cobas,2.5934718,0.67770624,640,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pretest,-0.29584396,2.4423132,641,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
details,-5.3437576,-1.2043209,641,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pathophysiological,-4.3618975,-8.4133415,641,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
designing,-11.217256,5.9448586,641,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
primordial,-1.3891376,-0.89183927,641,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
bps,-6.6271596,-2.3115416,642,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
construct,-5.920734,3.2221684,642,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
lemierre,-2.819251,5.960175,642,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
conditional,5.5631237,-2.6226428,642,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pr,-5.6181374,3.6925838,642,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
unilateral,-5.4710145,0.5901627,643,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
conduction,-9.126515,0.027037427,643,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
contagion,8.476611,2.9297416,643,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ultimately,-3.4656885,-0.9786972,643,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
red,-1.9220862,-0.03518618,643,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
japan,-10.002392,-2.3557234,644,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ease,-3.7848957,-5.8665986,644,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
nonetheless,-0.58827466,1.3632834,644,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
inverse,0.7806094,-5.4285755,644,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hepato-biliary,-5.1086545,0.8110666,644,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
exhausted,-2.8505092,1.3182076,645,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
immunofluorescence,1.9929022,1.814288,645,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
allocation,5.962377,-1.325914,645,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
spike-specific,-1.7883966,1.6692882,645,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
demonstration,-8.996344,1.274746,645,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
offering,-11.507772,4.809088,646,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
laid,-7.2765994,-0.55107135,646,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
exams,-4.1487064,4.0393643,646,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
separate,7.848195,-9.205094,646,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
n-protein,0.2657059,7.838929,646,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
simoa,-4.6361003,-1.0558901,647,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
vasoactive,-2.757072,6.059157,647,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
30-day,-6.3123026,6.3582573,647,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
situations,5.169967,4.7714453,647,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
claims,0.2608318,4.524556,647,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mode,2.0236795,1.8209273,648,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
laboratory-based,9.663704,2.138934,648,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
analyzing,8.9056425,-5.3879795,648,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cell-biased,-4.5348954,-3.8232453,648,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
030,1.4520576,-2.2182367,648,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
sars-c0v-2,-10.221585,3.4994986,649,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
eqtl,-13.167654,-0.3791333,649,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
challenged,-5.946202,-5.4399858,649,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
constrained,6.042364,-1.2784544,649,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
glass,-0.17423184,-3.599408,649,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
announced,12.339288,0.9129715,650,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hyperactivation,-12.144769,-1.8598528,650,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
co-rads,-3.2883234,1.0016757,650,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
reverse-transcription,1.913712,-7.095906,650,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
progressed,-4.978083,5.95592,650,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
combating,7.433991,-1.8745135,651,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
simulate,-11.767511,2.188084,651,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
