Words,X,Y,Z,Group,Value,Model
o-linked,4.4628363,0.20603934,-1.6506484,855,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
underrepresented,2.288967,2.753081,-8.878172,855,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
minoritized,1.0499436,0.39217988,3.4390118,856,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
barriers,0.27436444,1.8919337,-0.0053362087,856,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pharmacists,2.0129251,3.4616842,-2.093569,856,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
provision,-5.2486744,0.14015076,-1.4471325,856,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
npha,1.0178858,0.53719044,-2.9137428,856,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
nonpregnant,3.5693994,-1.3401278,-5.728277,857,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
indication,-0.56623787,1.956945,0.32344747,857,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
get,0.03073277,-1.1555349,-6.3319244,857,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
sars-cov-2-infected,0.7826787,4.520372,-6.799802,857,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
necessarily,-6.1270924,2.0202274,3.6483338,857,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
low-income,-4.733299,0.6953047,-4.398336,858,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
airborne,2.0709035,3.4811761,-2.1080525,858,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
self-collection,5.3562903,2.8553965,-5.7803183,858,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
palsy,-3.4599686,-0.21221206,0.4566972,858,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
decided,2.2644432,-3.611846,-4.5222654,858,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
huge,-3.1321979,-2.3229344,-1.529525,859,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
norms,1.0871874,-2.7686718,-0.12972464,859,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
manufacturers,-4.322559,-1.7849785,-3.8659616,859,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
communicate,0.7109539,-3.0450604,5.485083,859,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
issued,1.125391,3.8974605,-4.8884764,859,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
orofacial,2.0173867,6.0173597,0.4377677,860,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
facial,-1.7226338,2.71559,-9.271505,860,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
prioritizing,-1.3395693,5.186177,2.5982132,860,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
stringent,5.4103355,-1.7580897,1.4070259,860,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
reproduction,4.0915775,2.2017105,1.1862558,860,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
implying,-2.0916991,5.9679933,-3.9957445,861,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
eradicate,5.3829374,-1.7187885,1.4477136,861,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
today,1.4653916,6.581541,-4.0321417,861,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
practitioners,-1.7123172,-1.892356,4.1600404,861,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
reactivity,0.7253545,-1.2102015,-2.1631167,861,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pave,0.34703487,-2.185111,-7.416567,862,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
draw,0.16924179,-3.3021417,0.6643175,862,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
overload,-2.86491,0.041422322,-1.1937758,862,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
tackle,1.0281205,2.839301,2.0571733,862,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
histories,-4.41071,-2.1016092,2.5842996,862,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
heptad,-0.15425813,0.6400408,-5.157053,863,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
fmodb,1.1383822,-2.2923577,0.8166026,863,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
registered,1.0475984,0.6230716,-7.4747796,863,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
nonstructural,-4.022485,1.9579031,-2.8099725,863,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
leveraging,0.3194547,3.1487823,-6.141979,863,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
biomedical,3.6230922,2.5684514,-1.9952866,864,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
compliance,0.92006826,2.330812,0.78634495,864,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
biodegradable,-5.288477,2.8191085,-1.2710155,864,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
sapnp,-2.3841057,8.063181,-1.5171036,864,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
org,1.2832937,-3.355681,5.544648,864,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
believe,-3.0825214,-2.3764303,-1.541117,865,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
benchmark,-3.640203,3.8619583,-2.2971244,865,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
decentralized,1.4376562,-2.8902044,3.0755954,865,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
prerequisite,-3.3081834,0.118953705,-4.347014,865,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
conflicting,2.207439,2.558512,-4.0858603,865,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
10-fold,2.2066846,2.400533,-4.2847657,866,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
metric,-1.8857664,-2.044522,-2.546129,866,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
sdr,-3.0796778,-0.057104267,1.4228276,866,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ago,1.0794544,1.7750809,4.1980515,866,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
scalability,0.59233576,2.0376117,-4.7026963,866,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
self,-4.1985264,5.2219925,0.3495288,867,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
office,-0.14618607,5.017949,-2.1802025,867,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
membranes,0.9822544,1.288617,-0.22025216,867,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
amazonas,0.90638536,6.379165,-2.1723027,867,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ldt,0.5087633,-4.3794184,0.89331377,867,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
heavily,-1.1397738,-1.39177,-1.110131,868,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
250,1.8238496,3.187703,-7.440369,868,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
amplidiag,0.5169687,-4.376404,0.89877844,868,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
replaced,-4.454231,1.7833555,-1.2201092,868,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
183,1.1296625,-4.0880675,1.3475355,868,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
inside,3.555081,4.6219935,-3.3579223,869,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
sole,3.6858006,-0.34829137,-6.6309524,869,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mitra,-2.9984934,5.115201,-3.0770104,869,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
openabm-covid19,0.9296629,1.9080855,-4.0129232,869,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cbm-assisted,-2.4174714,3.9417531,-0.61494577,869,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
outpatients,-0.77411115,-3.057006,2.3785906,870,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
nabs,-2.7804708,1.063385,-1.62298,870,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
mediating,-1.5536387,-1.9959297,-3.1868126,870,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
chemiluminescence,2.5472507,1.3235179,-5.508639,870,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
antibody-dependent,2.418785,2.6659307,-3.800179,870,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
correlates,3.2528746,7.0995803,-0.89404553,871,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
visualize,0.5470579,1.6455657,-6.5369854,871,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
biosafety,0.9912204,-3.0096576,-2.6064515,871,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
combine,-0.7843063,5.845953,0.56078285,871,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
calls,3.0736456,-6.1816044,5.3941793,871,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
non-covid-19,0.9007422,-4.949295,0.24557608,872,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
regimes,-2.6682208,-2.0057757,-2.7487397,872,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
asian,-0.80231166,0.9099366,-0.37876427,872,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
diphtheria,-0.46125335,3.0122366,-8.043072,872,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
tdap,-1.4728568,4.113369,-2.4259887,872,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
participating,0.88707864,2.1251602,-1.2351009,873,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
school-based,-0.18693797,9.842618,-2.7166924,873,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
follow,5.212726,3.3541918,-2.609914,873,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
autopsy,1.3701746,-1.1099507,-4.048724,873,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pointed,-0.19239864,1.3776481,-3.8334017,873,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
similarly,2.316822,6.504036,-5.3108587,874,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
unlocking,-3.1789348,2.0028687,1.0628699,874,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
versatile,0.62733865,7.368046,-7.880996,874,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
interpreted,-2.981474,5.07212,-3.0006697,874,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
snf,1.7834939,4.683314,-0.83658314,874,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
preferred,-2.7809126,3.0147479,2.52617,875,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
partners,0.20308007,-4.284809,4.90541,875,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
person-days,2.2721574,-5.464684,-3.5329113,875,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
bay,-2.0631402,-0.01310076,-3.6047542,875,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
vaxign,1.2141163,1.8070613,-3.6921637,875,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
milk,5.364672,-1.5367821,-2.5421576,876,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
gatherings,2.7948318,-5.5059705,2.2328377,876,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
visceral,-2.0404778,-0.21131021,-6.258884,876,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
environments,-0.7726626,-5.9683065,3.4669483,876,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
capacities,2.2641168,5.745105,-3.0025918,876,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
extend,-2.094694,-1.4767724,-2.4060743,877,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
eleven,-2.7603455,-0.47383103,-2.684727,877,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
b-cell,0.89486784,-0.91013205,0.5871762,877,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
immunizations,-1.6720037,5.4169364,1.0825263,877,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
incarcerated,-6.089615,-6.4849925,0.09668348,877,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
crohn,4.2683573,-0.14392161,-1.7761571,878,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
birth,0.2843671,4.5228353,-0.02538914,878,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
haplotypes,-1.0314205,7.701115,-2.5965323,878,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
predictions,1.8382056,0.9274541,1.3187981,878,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
section,2.3701048,-3.62616,-4.64615,878,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
shortage,6.434471,-0.63449043,1.371561,879,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
gas,5.0763993,1.4477764,-4.8328047,879,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
union,-0.2704715,0.5174539,-8.0748005,879,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
volatile,2.9394746,0.7509651,-2.992995,879,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
appendectomy,0.77190644,8.9196205,-4.8811955,879,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
interim,-2.1110718,-6.9295883,5.0945807,880,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
spectrometry,-1.0780376,2.0912101,-0.8836702,880,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
pseudovirus,3.7254713,1.9279776,-4.5322127,880,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
promptly,4.998484,2.1906762,-0.5214807,880,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
handle,-3.7136137,5.6945047,-1.5614392,880,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ua,0.2940496,6.7680726,-2.1425567,881,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
nlr,1.7365853,4.335381,3.020657,881,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
inflammations,-1.2328682,0.083798826,-6.974479,881,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
grave,4.9922504,2.1659005,-0.38396788,881,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
129,-0.63823336,-5.972356,0.5000202,881,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
authorizations,0.7944336,1.1230831,-2.5908651,882,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
overnight,2.425521,-0.30848593,-5.653852,882,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
emergent,5.230859,1.4501147,-1.8310245,882,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
elicits,-1.1524954,2.9991615,-0.004532557,882,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
perhaps,1.8705261,4.333267,3.2205088,882,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
partnered,-6.075495,-6.4554286,0.10535,883,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
redox,3.9981263,1.6820235,-0.7068309,883,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
anticipated,-3.339787,2.4177473,-2.0222855,883,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
english,-4.8347416,0.43238407,-4.297107,883,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
granted,-1.9952066,-6.950466,5.1049304,883,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
hepatic,1.28696,2.447781,-4.6928167,884,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
compounds,3.9960659,-1.3056111,-0.55882573,884,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
cultures,3.590764,-0.2841284,-0.48068556,884,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
1-5,-0.7145322,5.0377645,2.6250541,884,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
russia,4.4013906,6.8982506,-2.258935,884,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
seronegative,1.2858435,-0.18255201,2.8719134,885,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
exception,1.8655688,0.18449116,-0.45403975,885,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
military,3.3654766,0.72053707,0.083677694,885,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
aphc,-1.4551315,9.181855,-2.4720733,885,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
proving,-5.0416737,1.4811656,-3.6691163,885,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
preserved,-0.7767887,0.8281451,0.7540291,886,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
crasl-seq,-1.4615788,-0.475742,-6.00498,886,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
simplified,-5.04756,2.045831,-2.1091735,886,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
lmics,-5.221983,4.264467,0.29365033,886,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
symptomatology,-0.23951416,2.2751317,0.48265937,886,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
accelerate,-5.1098638,2.4111414,-3.6441853,887,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
operated,-3.5577366,3.1783211,-1.2724336,887,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
semester,-3.8882966,-5.881367,-0.35446584,887,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
12400,-5.9400845,-2.465018,-2.4334831,887,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
20c,5.6238847,0.8470814,-1.566015,887,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
obstetric,-3.6284304,2.0778823,-5.3380737,888,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
loop,2.1606338,7.257115,-6.135129,888,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
imbalanced,-0.97887206,2.864739,-2.352501,888,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
post-infection,-1.303621,4.9299026,-1.5379587,888,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ranges,6.629719,0.8438812,-3.717008,888,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
morphologic,0.63485646,-2.3188622,-0.5652733,889,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
intrinsic,-4.139977,2.2759693,-4.412164,889,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
interface,3.312557,6.6527176,-3.9819977,889,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
201,1.9061852,-1.1852596,-1.7835269,889,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
latter,4.351804,5.553466,-2.39527,889,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
manual,-0.5049998,-1.9473726,2.262332,890,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
contrasting,-1.8331541,1.248082,-0.572119,890,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
adding,-2.2334478,2.0922315,-6.2780867,890,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
requirement,6.4497743,0.20787276,-0.5059397,890,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
fulfilling,0.49845594,1.4357476,-8.802027,890,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
clues,-0.3630287,-2.114156,7.660408,891,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
acquire,-0.8146043,-0.9645905,-0.08072112,891,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
thirds,2.6599045,-1.7137097,0.3881104,891,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
respondents,0.94969636,-0.33297133,-0.32884115,891,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
turning,1.9515187,-3.9873002,1.0551536,891,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
ha,-1.1419122,8.113106,-4.290197,892,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
lacks,-4.214029,-1.6444571,-0.6756087,892,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
task,-0.08932777,4.50724,-0.5461188,892,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
efficiently,-0.09932706,3.4908266,4.06582,892,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
intent,4.332755,1.2838283,-0.91350967,892,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
behind,-1.1534563,2.3872497,1.477178,893,1,COVID-19_MIS-C_Endometriosis_word2vec-skipgram-trained.model
